date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:25:45	26011/26011	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:37%20GMT	https://livedemo00.template-help.com/wt_58985_v1/about.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/about.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:46	32302/32302	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:38%20GMT	https://livedemo00.template-help.com/wt_58985_v1/search_engine.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/search_engine.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:46	32330/32330	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:38%20GMT	https://livedemo00.template-help.com/wt_58985_v1/social_media.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/social_media.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:48	32198/32198	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:40%20GMT	https://livedemo00.template-help.com/wt_58985_v1/mail_marketing.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/mail_marketing.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:49	31244/31244	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:41%20GMT	https://livedemo00.template-help.com/wt_58985_v1/management.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/management.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:50	31484/31484	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:42%20GMT	https://livedemo00.template-help.com/wt_58985_v1/web_design.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/web_design.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:50	33601/33601	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:42%20GMT	https://livedemo00.template-help.com/wt_58985_v1/content_marketing.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/content_marketing.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:52	31915/31915	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:43%20GMT	https://livedemo00.template-help.com/wt_58985_v1/advertising.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/advertising.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:53	30496/30496	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:45%20GMT	https://livedemo00.template-help.com/wt_58985_v1/contextual.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/contextual.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:53	30390/30390	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:45%20GMT	https://livedemo00.template-help.com/wt_58985_v1/local_seo.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/local_seo.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:53	24567/24567	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:45%20GMT	https://livedemo00.template-help.com/wt_58985_v1/projects.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/projects.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:54	34916/34916	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:46%20GMT	https://livedemo00.template-help.com/wt_58985_v1/clients.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/clients.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:55	24364/24364	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:47%20GMT	https://livedemo00.template-help.com/wt_58985_v1/partners.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/partners.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:55	26508/26508	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:47%20GMT	https://livedemo00.template-help.com/wt_58985_v1/privacy.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/privacy.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:55	24500/24500	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:47%20GMT	https://livedemo00.template-help.com/wt_58985_v1/sitemap.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/sitemap.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:56	3663/3663	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:48%20GMT	https://livedemo00.template-help.com/wt_58985_v1/404.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/404.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:56	3692/3692	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:48%20GMT	https://livedemo00.template-help.com/wt_58985_v1/503.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/503.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:57	24064/24064	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:49%20GMT	https://livedemo00.template-help.com/wt_58985_v1/quote.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/quote.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:58	34401/34401	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:50%20GMT	https://livedemo00.template-help.com/wt_58985_v1/team.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/team.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:58	31468/31468	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:50%20GMT	https://livedemo00.template-help.com/wt_58985_v1/team_member.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/team_member.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:59	27083/27083	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:51%20GMT	https://livedemo00.template-help.com/wt_58985_v1/careers.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/careers.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:25:59	26759/26759	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:51%20GMT	https://livedemo00.template-help.com/wt_58985_v1/faq.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/faq.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:00	35833/35833	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:52%20GMT	https://livedemo00.template-help.com/wt_58985_v1/pricing.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/pricing.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:00	4449/4449	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:52%20GMT	https://livedemo00.template-help.com/wt_58985_v1/coming.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/coming.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:01	4367/4367	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:53%20GMT	https://livedemo00.template-help.com/wt_58985_v1/maintenance.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/maintenance.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:01	4090/4090	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:53%20GMT	https://livedemo00.template-help.com/wt_58985_v1/construction.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/construction.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:02	23773/23773	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:53%20GMT	https://livedemo00.template-help.com/wt_58985_v1/login.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/login.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:02	29098/29098	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:54%20GMT	https://livedemo00.template-help.com/wt_58985_v1/single_project.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/single_project.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:03	28470/28470	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:55%20GMT	https://livedemo00.template-help.com/wt_58985_v1/services.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/services.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:03	22714/22714	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:55%20GMT	https://livedemo00.template-help.com/wt_58985_v1/analysis.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/analysis.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:04	26047/26047	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:56%20GMT	https://livedemo00.template-help.com/wt_58985_v1/corporate_header.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/corporate_header.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:04	27115/27115	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:56%20GMT	https://livedemo00.template-help.com/wt_58985_v1/transparent_header.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/transparent_header.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:05	25189/25189	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:57%20GMT	https://livedemo00.template-help.com/wt_58985_v1/center_header.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/center_header.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:05	24740/24740	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:57%20GMT	https://livedemo00.template-help.com/wt_58985_v1/minimal_header.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/minimal_header.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:06	23736/23736	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:58%20GMT	https://livedemo00.template-help.com/wt_58985_v1/hamburger.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/hamburger.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:06	24168/24168	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:58%20GMT	https://livedemo00.template-help.com/wt_58985_v1/corporate_header_2.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/corporate_header_2.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:07	30064/30064	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:59%20GMT	https://livedemo00.template-help.com/wt_58985_v1/typography.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/typography.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:07	39520/39520	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:07:59%20GMT	https://livedemo00.template-help.com/wt_58985_v1/tabs.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/tabs.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:08	22149/22149	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:08:00%20GMT	https://livedemo00.template-help.com/wt_58985_v1/buttons.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/buttons.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:08	247108/247108	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:08:00%20GMT	https://livedemo00.template-help.com/wt_58985_v1/icons.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/icons.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:09	33452/33452	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:08:01%20GMT	https://livedemo00.template-help.com/wt_58985_v1/grid.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/grid.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:09	25415/25415	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:08:01%20GMT	https://livedemo00.template-help.com/wt_58985_v1/tables.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/tables.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:10	25335/25335	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:08:02%20GMT	https://livedemo00.template-help.com/wt_58985_v1/forms.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/forms.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:10	23937/23937	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:08:02%20GMT	https://livedemo00.template-help.com/wt_58985_v1/progress_bars.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/progress_bars.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:10	23647/23647	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:08:02%20GMT	https://livedemo00.template-help.com/wt_58985_v1/grid_gallery.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/grid_gallery.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:10	23660/23660	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:08:03%20GMT	https://livedemo00.template-help.com/wt_58985_v1/no_padding.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/no_padding.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:11	23009/23009	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:08:03%20GMT	https://livedemo00.template-help.com/wt_58985_v1/cobbles.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/cobbles.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:11	22404/22404	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:08:03%20GMT	https://livedemo00.template-help.com/wt_58985_v1/masonry_gallery.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/masonry_gallery.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:12	32628/32628	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:08:04%20GMT	https://livedemo00.template-help.com/wt_58985_v1/default_blog.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/default_blog.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:12	29133/29133	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:08:04%20GMT	https://livedemo00.template-help.com/wt_58985_v1/grid_blog.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/grid_blog.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:13	29046/29046	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:08:05%20GMT	https://livedemo00.template-help.com/wt_58985_v1/masonry_blog.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/masonry_blog.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:13	32493/32493	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:08:05%20GMT	https://livedemo00.template-help.com/wt_58985_v1/modern_blog.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/modern_blog.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:14	34732/34732	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:08:06%20GMT	https://livedemo00.template-help.com/wt_58985_v1/blog-post.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/blog-post.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:14	25974/25974	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2005:08:06%20GMT	https://livedemo00.template-help.com/wt_58985_v1/contacts.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/contacts.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:15	11037/11037	---M--	200	added ('OK')	image/jpeg	etag:%225b6d9fa2-2b1d%22	https://livedemo00.template-help.com/wt_58985_v1/images/index-3-170x170.jpg	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/images/index-3-170x170.jpg	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:15	13856/13856	---M--	200	added ('OK')	image/jpeg	etag:%225b6d9fa2-3620%22	https://livedemo00.template-help.com/wt_58985_v1/images/index-4-170x170.jpg	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/images/index-4-170x170.jpg	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:16	10551/10551	---M--	200	added ('OK')	image/jpeg	etag:%225b6d9fa2-2937%22	https://livedemo00.template-help.com/wt_58985_v1/images/index-5-170x170.jpg	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/images/index-5-170x170.jpg	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:16	3028/3028	---M--	200	added ('OK')	image/jpeg	etag:%225b6d9fa2-c8f%22	https://livedemo00.template-help.com/wt_58985_v1/images/index-7-70x70.jpg	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/images/index-7-70x70.jpg	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:17	2666/2666	---M--	200	added ('OK')	image/jpeg	etag:%225b6d9fa2-b29%22	https://livedemo00.template-help.com/wt_58985_v1/images/index-8-70x70.jpg	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/images/index-8-70x70.jpg	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:17	3178/3178	---M--	200	added ('OK')	image/jpeg	etag:%225b6d9fa2-d16%22	https://livedemo00.template-help.com/wt_58985_v1/images/index-9-70x70.jpg	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/images/index-9-70x70.jpg	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:18	3454/3454	---M--	200	added ('OK')	image/png	etag:%225b6d9fa2-d7e%22	https://livedemo00.template-help.com/wt_58985_v1/images/index-10-150x150.png	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/images/index-10-150x150.png	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:18	5074/5074	---M--	200	added ('OK')	image/png	etag:%225b6d9fa2-13d2%22	https://livedemo00.template-help.com/wt_58985_v1/images/index-11-150x150.png	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/images/index-11-150x150.png	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:18	4152/4152	---M--	200	added ('OK')	image/png	etag:%225b6d9fa2-1038%22	https://livedemo00.template-help.com/wt_58985_v1/images/index-12-150x150.png	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/images/index-12-150x150.png	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:18	5918/5918	---M--	200	added ('OK')	image/png	etag:%225b6d9fa2-171e%22	https://livedemo00.template-help.com/wt_58985_v1/images/index-13-150x150.png	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/images/index-13-150x150.png	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:18	4231/4231	---M--	200	added ('OK')	image/png	etag:%225b6d9fa2-1087%22	https://livedemo00.template-help.com/wt_58985_v1/images/index-14-150x150.png	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/images/index-14-150x150.png	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:18	39714/39714	---M--	200	added ('OK')	image/jpeg	etag:%225b6d9fa2-9b22%22	https://livedemo00.template-help.com/wt_58985_v1/images/index-16-420x300.jpg	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/images/index-16-420x300.jpg	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:19	45761/45761	---M--	200	added ('OK')	image/jpeg	etag:%225b6d9fa2-b2c1%22	https://livedemo00.template-help.com/wt_58985_v1/images/index-17-420x300.jpg	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/images/index-17-420x300.jpg	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:19	37280/37280	---M--	200	added ('OK')	image/jpeg	etag:%225b6d9fa2-91a0%22	https://livedemo00.template-help.com/wt_58985_v1/images/index-18-420x300.jpg	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/images/index-18-420x300.jpg	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:19	39876/39876	---M--	200	added ('OK')	image/jpeg	etag:%225b6d9fa2-9bc4%22	https://livedemo00.template-help.com/wt_58985_v1/images/index-19-420x300.jpg	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/images/index-19-420x300.jpg	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:20	850/850	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Oct%202019%2005:08:12%20GMT	https://livedemo00.template-help.com/wt_58985_v1/blog.html	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/blog.html	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:20	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225da5af28-4d7%22	https://livedemo00.template-help.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:20	31001/31001	---MCZ	200	added ('OK')	application/javascript	etag:W/%225be53a60-a004%22	https://livedemo00.template-help.com/wt_58985_v1/js/script.js	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/js/script.js	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:20	442777/442777	---MCZ	200	added ('OK')	application/javascript	etag:W/%225be53a60-6c199%22	https://livedemo00.template-help.com/wt_58985_v1/js/core.min.js	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/js/core.min.js	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:22	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2018%20Oct%202019%2005:08:13%20GMT	http://www.googletagmanager.com/gtm.js?id=	C:/xampp/htdocs/teleatento1/www.googletagmanager.com/gtm.515445.delayed	(from https://livedemo00.template-help.com/wt_58985_v1/)
18:26:24	70807/70807	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2211497-57315790dac80%22	https://livedemo00.template-help.com/wt_58985_v1/fonts/fontawesome-webfont.eot?v=4.5.0	C:/xampp/htdocs/teleatento1/livedemo00.template-help.com/wt_58985_v1/fonts/fontawesome-webfont3295.eot	(from https://livedemo00.template-help.com/wt_58985_v1/css/fonts.css)
